DATE,HOUR,habitacion
2009-11-26,21:00:28.000008,television
2009-11-26,21:00:31.000070,salon
2009-11-26,21:04:26.000059,salon
2009-11-26,21:07:33.000017,television
2009-11-26,21:34:20.000063,television
2009-11-26,21:43:19.000087,salon
2009-11-26,22:35:20.000036,salon
2009-11-26,22:41:18.000010,baño
2009-11-26,22:57:13.000050,baño
2009-11-26,22:57:27.000061,dormitorio
2009-11-26,23:11:34.000039,dormitorio
2009-11-26,23:11:35.000018,baño
2009-11-26,23:14:20.000070,baño
2009-11-26,23:14:27.000024,dormitorio
2009-11-27,07:32:23.000058,dormitorio
2009-11-27,07:32:53.000037,salon
2009-11-27,07:35:18.000007,salon
2009-11-27,07:38:20.000042,dormitorio
2009-11-27,10:34:49.000060,dormitorio
2009-11-27,10:35:04.000050,salon
2009-11-27,10:47:25.000052,salon
2009-11-27,10:47:54.000065,baño
2009-11-27,10:50:23.000037,baño
2009-11-27,10:50:59.000074,cocina
2009-11-27,10:57:28.000052,cocina
2009-11-27,10:57:34.000051,salon
2009-11-27,11:19:31.000001,salon
2009-11-27,11:19:41.000036,baño
2009-11-27,11:25:39.000009,baño
2009-11-27,11:25:46.000028,salon
2009-11-27,11:50:21.000075,salon
2009-11-27,12:04:52.000010,cocina
2009-11-27,12:07:04.000062,cocina
2009-11-27,12:08:31.000010,baño
2009-11-27,12:17:25.000096,baño
2009-11-27,12:17:42.000007,dormitorio
2009-11-27,12:32:37.000008,dormitorio
2009-11-27,12:32:41.000049,baño
2009-11-27,12:35:40.000062,baño
2009-11-27,12:35:46.000041,dormitorio
2009-11-27,12:46:52.000053,dormitorio
2009-11-27,12:47:13.000064,baño
2009-11-27,12:52:11.000075,baño
2009-11-27,12:52:15.000031,dormitorio
2009-11-27,13:02:34.000002,dormitorio
2009-11-27,13:03:06.000015,salon
2009-11-27,13:35:11.000015,salon
2009-11-27,13:35:12.000030,television
2009-11-27,14:03:21.000088,television
2009-11-27,14:03:31.000069,cocina
2009-11-27,14:08:45.000020,cocina
2009-11-27,14:09:01.000005,television
2009-11-27,14:33:52.000073,television
2009-11-27,14:34:03.000010,salon
2009-11-27,14:39:13.000009,salon
2009-11-27,14:39:28.000007,baño
2009-11-27,14:41:28.000092,baño
2009-11-27,14:43:14.000075,salon
2009-11-27,14:55:54.000020,salon
2009-11-27,14:55:56.000073,cocina
2009-11-27,14:57:57.000095,cocina
2009-11-27,14:58:28.000055,salon
2009-11-27,15:58:40.000030,salon
2009-11-27,15:58:44.000099,baño
2009-11-27,16:00:13.000023,baño
2009-11-27,16:00:21.000081,cocina
2009-11-27,16:02:40.000086,cocina
2009-11-27,16:02:44.000070,salon
2009-11-27,16:53:01.000063,salon
2009-11-27,16:53:07.000019,cocina
2009-11-27,16:57:19.000097,cocina
2009-11-27,16:57:24.000043,salon
2009-11-27,17:39:13.000010,salon
2009-11-27,17:39:13.000089,television
2009-11-27,18:48:49.000093,television
2009-11-27,18:48:59.000003,cocina
2009-11-27,18:51:03.000007,cocina
2009-11-27,18:51:13.000088,television
2009-11-27,19:53:05.000065,television
2009-11-27,19:54:18.000077,cocina
2009-11-27,19:59:29.000092,cocina
2009-11-27,19:59:47.000007,television
2009-11-27,22:58:21.000084,television
2009-11-27,23:00:17.000094,salon
2009-11-27,23:03:28.000033,salon
2009-11-27,23:03:51.000074,baño
2009-11-27,23:14:51.000085,baño
2009-11-27,23:15:30.000017,salon
2009-11-27,23:17:12.000070,salon
2009-11-27,23:17:54.000009,dormitorio
2009-11-28,05:53:22.000099,dormitorio
2009-11-28,05:53:25.000057,baño
2009-11-28,05:56:23.000019,baño
2009-11-28,05:56:29.000059,dormitorio
2009-11-28,10:47:25.000099,dormitorio
2009-11-28,10:47:45.000032,salon
2009-11-28,11:02:56.000046,salon
2009-11-28,11:03:00.000079,cocina
2009-11-28,11:07:24.000065,cocina
2009-11-28,11:08:33.000030,salon
2009-11-28,11:16:21.000091,salon
2009-11-28,11:16:57.000045,baño
2009-11-28,12:25:38.000051,baño
2009-11-28,12:26:28.000005,cocina
2009-11-28,12:52:47.000078,cocina
2009-11-28,12:52:51.000040,salon
2009-11-28,13:35:13.000009,salon
2009-11-28,13:35:35.000041,baño
2009-11-28,13:39:46.000036,baño
2009-11-28,13:41:02.000040,salon
2009-11-28,16:45:50.000034,salon
2009-11-28,16:45:51.000048,cocina
2009-11-28,17:11:54.000018,cocina
2009-11-28,17:11:58.000014,salon
2009-11-28,17:51:05.000059,salon
2009-11-28,17:51:09.000011,cocina
2009-11-28,18:13:22.000039,cocina
2009-11-28,18:14:39.000003,television
2009-11-28,19:28:49.000038,television
2009-11-28,19:31:00.000035,salon
2009-11-28,20:34:11.000068,salon
2009-11-28,20:34:14.000025,cocina
2009-11-28,20:42:24.000017,cocina
2009-11-28,20:42:48.000011,salon
2009-11-28,21:10:12.000033,salon
2009-11-28,21:12:07.000096,baño
2009-11-28,21:23:22.000088,baño
2009-11-28,21:23:28.000022,dormitorio
2009-11-29,04:03:41.000098,dormitorio
2009-11-29,04:03:42.000047,baño
2009-11-29,04:05:31,baño
2009-11-29,04:05:37.000079,dormitorio
2009-11-29,11:26:09.000071,dormitorio
2009-11-29,11:26:13.000078,baño
2009-11-29,11:28:02.000027,baño
2009-11-29,11:28:34.000088,salon
2009-11-29,11:31:10.000099,salon
2009-11-29,11:31:12.000017,cocina
2009-11-29,11:44:12.000064,cocina
2009-11-29,11:57:09.000078,baño
2009-11-29,12:02:48.000097,baño
2009-11-29,12:03:41.000044,salon
2009-11-29,13:08:52.000022,salon
2009-11-29,13:09:49.000039,baño
2009-11-29,13:11:21.000039,baño
2009-11-29,13:14:04.000065,cocina
2009-11-29,13:19:18.000065,cocina
2009-11-29,13:23:35.000071,baño
2009-11-29,13:34:54.000004,baño
2009-11-29,13:35:03.000065,dormitorio
2009-11-29,14:24:17.000007,dormitorio
2009-11-29,14:24:25.000041,baño
2009-11-29,14:27:03.000072,baño
2009-11-29,14:27:10.000020,dormitorio
2009-11-29,14:29:37.000045,dormitorio
2009-11-29,14:29:54.000085,salon
2009-11-29,15:01:00.000090,salon
2009-11-29,15:01:19.000006,baño
2009-11-29,15:04:42.000017,baño
2009-11-29,15:05:21.000093,cocina
2009-11-29,15:20:16.000069,cocina
2009-11-29,15:22:30.000073,television
2009-11-29,16:23:30.000028,television
2009-11-29,16:27:14.000096,baño
2009-11-29,16:33:55.000021,baño
2009-11-29,16:33:59.000046,dormitorio
2009-11-29,16:38:50.000025,dormitorio
2009-11-29,16:38:53.000087,baño
2009-11-29,16:40:59.000046,baño
2009-11-29,16:42:52.000099,salon
2009-11-29,16:44:13.000010,salon
2009-11-29,16:44:13.000011,television
2009-11-29,16:47:05.000083,television
2009-11-29,16:47:57.000065,baño
2009-11-29,16:50:56.000084,baño
2009-11-29,16:51:49.000013,cocina
2009-11-29,17:01:55.000066,cocina
2009-11-29,17:04:50.000067,salon
2009-11-29,19:06:29.000093,salon
2009-11-29,19:06:30.000038,cocina
2009-11-29,19:17:58.000036,cocina
2009-11-29,19:18:01.000036,salon
2009-11-29,20:06:54.000046,salon
2009-11-29,20:07:13.000022,baño
2009-11-29,20:17:31.000094,baño
2009-11-29,20:17:54.000005,television
2009-11-29,20:19:00.000033,television
2009-11-29,20:19:20.000091,cocina
2009-11-29,20:29:34.000094,cocina
2009-11-29,20:31:04.000052,salon
2009-11-29,22:06:25.000003,salon
2009-11-29,22:09:29.000075,baño
2009-11-29,22:14:26.000069,baño
2009-11-29,22:15:17.000044,dormitorio
2009-11-30,06:39:19.000073,dormitorio
2009-11-30,06:39:23.000083,baño
2009-11-30,06:41:45.000071,baño
2009-11-30,06:41:51.000037,dormitorio
2009-11-30,09:23:47.000009,dormitorio
2009-11-30,09:26:17.000043,salon
2009-11-30,09:49:08,salon
2009-11-30,09:49:17.000040,baño
2009-11-30,09:55:14.000004,baño
2009-11-30,09:56:36.000098,salon
2009-11-30,10:44:51.000076,salon
2009-11-30,10:44:58.000002,cocina
2009-11-30,11:02:00.000004,cocina
2009-11-30,11:02:04.000064,baño
2009-11-30,11:15:06.000087,baño
2009-11-30,11:20:57.000014,dormitorio
2009-11-30,12:13:57,dormitorio
2009-11-30,12:14:00.000028,baño
2009-11-30,12:18:46.000089,baño
2009-11-30,12:19:47.000020,salon
2009-11-30,12:24:27.000004,salon
2009-11-30,12:24:27.000088,cocina
2009-11-30,12:36:11.000075,cocina
2009-11-30,12:36:25.000048,salon
2009-11-30,13:05:52.000023,salon
2009-11-30,13:05:52.000068,television
2009-11-30,13:26:10.000024,television
2009-11-30,13:26:11.000078,dormitorio
2009-11-30,13:49:31.000011,dormitorio
2009-11-30,13:49:34.000017,baño
2009-11-30,13:53:15.000053,baño
2009-11-30,13:54:33.000090,salon
2009-11-30,14:32:23.000095,salon
2009-11-30,14:32:33.000016,baño
2009-11-30,14:37:15.000090,baño
2009-11-30,14:37:38.000020,salon
2009-11-30,15:14:24.000033,salon
2009-11-30,15:14:24.000078,television
2009-11-30,15:26:03.000001,television
2009-11-30,15:26:18.000069,cocina
2009-11-30,15:38:29.000080,cocina
2009-11-30,15:41:38.000097,baño
2009-11-30,15:44:14.000076,baño
2009-11-30,15:44:27.000051,television
2009-11-30,15:54:31.000006,television
2009-11-30,15:54:46.000038,salon
2009-11-30,15:57:01.000048,salon
2009-11-30,15:57:07.000071,baño
2009-11-30,16:04:11.000082,baño
2009-11-30,16:04:40.000079,cocina
2009-11-30,16:08:17.000052,cocina
2009-11-30,16:16:28.000048,salon
2009-11-30,16:20:14.000019,salon
2009-11-30,16:20:44.000091,cocina
2009-11-30,16:22:21.000076,cocina
2009-11-30,16:23:59.000002,salon
2009-11-30,16:41:13.000035,salon
2009-11-30,16:41:16.000090,cocina
2009-11-30,17:08:45.000010,cocina
2009-11-30,17:08:46.000023,salon
2009-11-30,17:29:16.000011,salon
2009-11-30,17:29:19.000005,cocina
2009-11-30,18:20:03.000050,cocina
2009-11-30,18:21:11.000020,salon
2009-11-30,19:35:00.000085,salon
2009-11-30,19:35:01.000033,television
2009-11-30,20:08:37.000006,television
2009-11-30,20:08:47.000087,cocina
2009-11-30,20:11:01.000043,cocina
2009-11-30,20:11:14.000050,television
2009-11-30,20:27:17.000070,television
2009-11-30,20:27:27.000045,cocina
2009-11-30,20:33:14.000017,cocina
2009-11-30,20:33:26.000089,television
2009-11-30,22:53:48.000031,television
2009-11-30,22:53:52.000095,salon
2009-11-30,22:58:46.000055,salon
2009-11-30,23:01:39.000038,baño
2009-11-30,23:12:44.000067,baño
2009-11-30,23:12:51.000084,dormitorio
2009-12-01,06:52:31.000029,dormitorio
2009-12-01,06:52:32.000042,baño
2009-12-01,06:54:06.000026,baño
2009-12-01,06:54:12.000005,dormitorio
2009-12-01,09:12:13.000077,dormitorio
2009-12-01,09:18:26.000068,baño
2009-12-01,09:23:42.000082,baño
2009-12-01,09:24:10,salon
2009-12-01,09:28:57.000076,salon
2009-12-01,09:29:02.000008,cocina
2009-12-01,09:32:01.000047,cocina
2009-12-01,09:32:04.000019,salon
2009-12-01,10:37:57.000092,salon
2009-12-01,10:44:25.000001,cocina
2009-12-01,11:01:07.000022,cocina
2009-12-01,11:01:48.000044,baño
2009-12-01,11:13:45.000053,baño
2009-12-01,11:13:59.000085,cocina
2009-12-01,12:11:49.000053,cocina
2009-12-01,12:13:44.000084,dormitorio
2009-12-01,12:16:13.000065,dormitorio
2009-12-01,12:16:27.000001,baño
2009-12-01,12:18:52.000011,baño
2009-12-01,12:22:39.000089,salon
2009-12-01,12:33:04.000087,salon
2009-12-01,12:33:07.000080,cocina
2009-12-01,12:40:01.000096,cocina
2009-12-01,12:40:03.000079,salon
2009-12-01,13:35:41.000061,salon
2009-12-01,13:40:30.000020,baño
2009-12-01,13:42:02.000067,baño
2009-12-01,13:42:06.000051,cocina
2009-12-01,13:48:32.000010,cocina
2009-12-01,13:48:35.000028,salon
2009-12-01,13:54:12.000061,salon
2009-12-01,13:54:13.000041,cocina
2009-12-01,13:59:04.000008,cocina
2009-12-01,13:59:56.000025,salon
2009-12-01,15:18:15.000020,salon
2009-12-01,15:18:42.000068,television
2009-12-01,15:42:40.000022,television
2009-12-01,15:43:56.000049,cocina
2009-12-01,16:03:07.000028,cocina
2009-12-01,16:03:37.000077,television
2009-12-01,17:44:11.000097,television
2009-12-01,17:45:26.000001,cocina
2009-12-01,18:19:02.000037,cocina
2009-12-01,18:20:16.000064,television
2009-12-01,20:25:31.000089,television
2009-12-01,20:31:37.000084,cocina
2009-12-01,20:47:26.000003,cocina
2009-12-01,20:53:47.000006,television
2009-12-01,20:58:18.000061,television
2009-12-01,20:59:34.000087,baño
2009-12-02,05:54:33.000033,baño
2009-12-02,05:56:28.000061,dormitorio
2009-12-02,06:08:16.000031,dormitorio
2009-12-02,06:08:21.000041,baño
2009-12-02,06:12:27.000036,baño
2009-12-02,06:12:32.000084,dormitorio
2009-12-02,09:55:37.000079,dormitorio
2009-12-02,09:57:35.000063,cocina
2009-12-02,10:07:42.000019,cocina
2009-12-02,10:07:47.000096,salon
2009-12-02,10:14:32.000094,salon
2009-12-02,10:14:37.000037,cocina
2009-12-02,10:28:59.000039,cocina
2009-12-02,10:30:38.000025,salon
2009-12-02,11:17:52.000009,salon
2009-12-02,11:18:18.000093,cocina
2009-12-02,11:32:11.000027,cocina
2009-12-02,11:32:15.000085,baño
2009-12-02,11:46:04.000043,baño
2009-12-02,12:10:59.000085,salon
2009-12-02,12:18:07.000010,salon
2009-12-02,12:21:06.000082,dormitorio
2009-12-02,12:25:22.000063,dormitorio
2009-12-02,12:25:26.000099,baño
2009-12-02,12:29:52.000071,baño
2009-12-02,12:31:12.000069,dormitorio
2009-12-02,13:00:00.000009,dormitorio
2009-12-02,13:00:05.000030,baño
2009-12-02,13:02:58.000020,baño
2009-12-02,13:06:33.000001,salon
2009-12-02,13:18:27.000035,salon
2009-12-02,13:18:51.000097,baño
2009-12-02,13:20:18.000008,baño
2009-12-02,13:20:23.000017,dormitorio
2009-12-02,13:24:49.000054,dormitorio
2009-12-02,13:24:56.000097,salon
2009-12-02,13:41:47.000053,salon
2009-12-02,13:44:17.000014,cocina
2009-12-02,13:59:08.000073,cocina
2009-12-02,13:59:11.000091,salon
2009-12-02,14:14:57.000088,salon
2009-12-02,14:36:24.000057,baño
2009-12-02,14:38:19.000085,baño
2009-12-02,14:38:22.000068,cocina
2009-12-02,14:58:43.000084,cocina
2009-12-02,15:03:54.000088,baño
2009-12-02,15:06:12.000094,baño
2009-12-02,15:08:28.000020,cocina
2009-12-02,15:10:02.000034,cocina
2009-12-02,15:13:07.000009,television
2009-12-02,15:17:00.000051,television
2009-12-02,15:18:15.000015,salon
2009-12-02,15:26:28.000038,salon
2009-12-02,15:28:11.000063,baño
2009-12-02,15:30:31.000024,baño
2009-12-02,15:31:42.000027,salon
2009-12-02,15:39:27.000073,salon
2009-12-02,15:40:58.000018,television
2009-12-02,16:12:24.000057,television
2009-12-02,16:12:39.000075,baño
2009-12-02,16:14:36.000015,baño
2009-12-02,16:15:01.000081,salon
2009-12-02,16:18:23.000087,salon
2009-12-02,16:20:12.000031,cocina
2009-12-02,16:22:00.000069,cocina
2009-12-02,16:25:10.000061,salon
2009-12-02,16:35:12.000078,salon
2009-12-02,16:35:16.000071,baño
2009-12-02,16:39:19.000093,baño
2009-12-02,16:39:25.000027,salon
2009-12-02,16:58:50.000005,salon
2009-12-02,17:28:21.000008,baño
2009-12-02,17:30:32.000054,baño
2009-12-02,17:30:40.000067,cocina
2009-12-02,17:34:49.000083,cocina
2009-12-02,17:34:58.000093,salon
2009-12-02,18:25:17.000077,salon
2009-12-02,18:26:54.000038,cocina
2009-12-02,18:32:07.000032,cocina
2009-12-02,18:32:12.000009,salon
2009-12-02,19:08:57.000021,salon
2009-12-02,19:09:41.000065,cocina
2009-12-02,19:31:04.000045,cocina
2009-12-02,19:31:08.000056,salon
2009-12-02,19:38:24.000072,salon
2009-12-02,19:38:27.000058,cocina
2009-12-02,19:40:10.000093,cocina
2009-12-02,19:40:14.000023,salon
2009-12-02,20:27:22.000019,salon
2009-12-02,20:28:58.000085,baño
2009-12-02,20:38:43.000066,baño
2009-12-02,20:39:05,salon
2009-12-02,21:11:59.000049,salon
2009-12-02,21:14:54.000027,baño
2009-12-02,21:25:14.000079,baño
2009-12-02,21:27:22.000004,dormitorio
2009-12-03,07:54:22.000047,dormitorio
2009-12-03,07:54:23.000037,baño
2009-12-03,07:57:13.000026,baño
2009-12-03,07:57:30.000087,salon
2009-12-03,07:59:23.000004,salon
2009-12-03,07:59:24.000090,cocina
2009-12-03,08:02:41.000028,cocina
2009-12-03,08:02:47.000051,salon
2009-12-03,08:09:43.000013,salon
2009-12-03,08:09:51.000095,cocina
2009-12-03,08:21:20.000008,cocina
2009-12-03,08:21:23.000015,salon
2009-12-03,09:10:34.000099,salon
2009-12-03,09:10:37.000091,cocina
2009-12-03,09:30:04.000023,cocina
2009-12-03,09:30:18.000052,baño
2009-12-03,09:45:14.000086,baño
2009-12-03,09:45:25.000015,dormitorio
2009-12-03,09:47:59.000044,dormitorio
2009-12-03,09:48:32.000083,salon
2009-12-03,10:03:19.000078,salon
2009-12-03,10:04:58.000015,baño
2009-12-03,10:23:31.000066,baño
2009-12-03,10:26:01.000053,television
2009-12-03,10:37:26.000023,television
2009-12-03,10:37:31.000064,baño
2009-12-03,10:39:38.000099,baño
2009-12-03,10:39:43.000003,cocina
2009-12-03,10:43:13.000046,cocina
2009-12-03,10:43:17.000057,baño
2009-12-03,10:48:00.000042,baño
2009-12-03,10:48:16.000019,television
2009-12-03,10:52:21.000087,television
2009-12-03,10:52:25.000025,salon
2009-12-03,11:03:05.000010,salon
2009-12-03,11:03:05.000055,television
2009-12-03,11:19:11.000005,television
2009-12-03,11:21:33.000033,dormitorio
2009-12-03,11:38:33.000042,dormitorio
2009-12-03,11:38:45.000090,television
2009-12-03,11:41:23.000066,television
2009-12-03,11:41:55.000009,cocina
2009-12-03,11:44:10.000043,cocina
2009-12-03,11:44:42.000097,dormitorio
2009-12-03,12:13:54.000051,dormitorio
2009-12-03,12:16:45.000024,baño
2009-12-03,12:18:44.000038,baño
2009-12-03,12:18:47.000077,cocina
2009-12-03,12:50:14.000038,cocina
2009-12-03,12:50:19.000014,baño
2009-12-03,13:03:28.000069,baño
2009-12-03,13:03:44.000068,salon
2009-12-03,14:05:23.000006,salon
2009-12-03,14:06:41.000092,cocina
2009-12-03,14:11:45.000025,cocina
2009-12-03,14:11:57.000007,salon
2009-12-03,14:56:23.000032,salon
2009-12-03,14:56:33.000091,dormitorio
2009-12-03,14:58:29.000027,dormitorio
2009-12-03,14:58:39.000049,cocina
2009-12-03,15:03:38.000079,cocina
2009-12-03,15:40:04.000081,salon
2009-12-03,15:58:39.000071,salon
2009-12-03,15:58:40.000019,television
2009-12-03,16:46:55.000080,television
2009-12-03,16:46:58.000053,baño
2009-12-03,16:48:32.000052,baño
2009-12-03,16:48:36.000062,cocina
2009-12-03,16:53:06.000032,cocina
2009-12-03,16:53:53.000019,television
2009-12-03,17:06:06.000086,television
2009-12-03,17:06:57.000019,salon
2009-12-03,17:12:25.000049,salon
2009-12-03,17:17:34.000048,cocina
2009-12-03,17:19:53.000033,cocina
2009-12-03,17:24:29.000039,television
2009-12-03,18:10:31.000042,television
2009-12-03,18:13:32.000073,baño
2009-12-03,18:24:19.000042,baño
2009-12-03,18:31:01.000091,television
2009-12-03,18:35:20.000061,television
2009-12-03,18:35:39.000089,salon
2009-12-03,18:38:58.000099,salon
2009-12-03,18:39:02.000021,television
2009-12-03,19:17:34.000043,television
2009-12-03,19:19:53.000067,baño
2009-12-03,19:21:44.000035,baño
2009-12-03,19:21:47.000055,cocina
2009-12-03,19:25:11.000047,cocina
2009-12-03,19:25:18.000021,salon
2009-12-03,22:44:31.000033,salon
2009-12-03,22:45:21.000011,baño
2009-12-03,22:55:27.000070,baño
2009-12-03,22:55:40.000077,dormitorio
2009-12-03,23:29:22.000045,dormitorio
2009-12-03,23:29:26.000053,baño
2009-12-03,23:31:56.000079,baño
2009-12-03,23:32:01.000011,dormitorio
2009-12-04,06:17:24.000055,dormitorio
2009-12-04,06:17:25.000004,baño
2009-12-04,06:19:30.000033,baño
2009-12-04,06:19:37,dormitorio
2009-12-04,08:54:23.000087,dormitorio
2009-12-04,08:54:31.000096,salon
2009-12-04,08:56:07.000072,salon
2009-12-04,08:58:52.000066,cocina
2009-12-04,09:03:34.000023,cocina
2009-12-04,09:04:29.000023,baño
2009-12-04,09:50:19.000080,baño
2009-12-04,09:52:03.000046,salon
2009-12-04,11:47:33.000077,salon
2009-12-04,12:02:22.000005,cocina
2009-12-04,12:08:33.000089,cocina
2009-12-04,12:09:03.000040,salon
2009-12-04,12:27:11.000028,salon
2009-12-04,12:28:27.000033,baño
2009-12-04,12:31:57.000092,baño
2009-12-04,12:32:04.000098,dormitorio
2009-12-04,13:00:19.000082,dormitorio
2009-12-04,13:00:24.000093,baño
2009-12-04,13:02:42.000044,baño
2009-12-04,13:03:22.000046,salon
2009-12-04,14:34:09.000042,salon
2009-12-04,14:34:12.000041,baño
2009-12-04,14:36:01.000093,baño
2009-12-04,14:36:06.000017,cocina
2009-12-04,14:59:02.000013,cocina
2009-12-04,14:59:06.000020,salon
2009-12-04,15:03:44.000035,salon
2009-12-04,15:03:44.000080,television
2009-12-04,16:38:23.000005,television
2009-12-04,16:38:29.000079,baño
2009-12-04,16:40:02.000061,baño
2009-12-04,16:40:07.000022,cocina
2009-12-04,16:47:43.000033,cocina
2009-12-04,16:47:52.000072,television
2009-12-04,17:33:01.000047,television
2009-12-04,17:34:33.000081,salon
2009-12-04,17:38:33.000018,salon
2009-12-04,17:54:40.000007,television
2009-12-04,17:56:05.000074,television
2009-12-04,17:57:17.000033,cocina
2009-12-04,18:31:10.000049,cocina
2009-12-04,18:41:01.000090,television
2009-12-04,18:59:01.000046,television
2009-12-04,18:59:48.000059,cocina
2009-12-04,19:12:12.000047,cocina
2009-12-04,19:13:03.000023,salon
2009-12-04,21:35:55.000073,salon
2009-12-04,21:36:20.000033,baño
2009-12-04,21:50:19.000069,baño
2009-12-04,21:50:24.000038,dormitorio
2009-12-05,07:52:20.000070,dormitorio
2009-12-05,07:53:05.000022,salon
2009-12-05,07:55:59.000074,salon
2009-12-05,07:56:03.000071,cocina
2009-12-05,08:00:29.000083,cocina
2009-12-05,08:01:51.000045,baño
2009-12-05,08:03:02.000091,baño
2009-12-05,08:03:09.000017,salon
2009-12-05,09:21:13.000010,salon
2009-12-05,09:21:15.000025,cocina
2009-12-05,09:51:45.000047,cocina
2009-12-05,09:51:46.000012,salon
2009-12-05,10:12:29.000013,salon
2009-12-05,10:12:47.000018,cocina
2009-12-05,10:14:47.000092,cocina
2009-12-05,10:15:38.000010,baño
2009-12-05,10:38:28.000077,baño
2009-12-05,10:38:38.000056,dormitorio
2009-12-05,10:55:16.000099,dormitorio
2009-12-05,10:55:34.000029,salon
2009-12-05,11:56:37.000073,salon
2009-12-05,11:57:28.000034,baño
2009-12-05,11:59:24.000055,baño
2009-12-05,11:59:31.000034,cocina
2009-12-05,12:09:27.000087,cocina
2009-12-05,12:09:28.000037,salon
2009-12-05,12:44:58.000016,salon
2009-12-05,12:47:37.000011,baño
2009-12-05,12:50:52.000090,baño
2009-12-05,12:51:26.000063,salon
2009-12-05,15:40:54.000068,salon
2009-12-05,15:40:56.000036,cocina
2009-12-05,15:42:44.000010,cocina
2009-12-05,15:42:59.000011,salon
2009-12-05,15:46:06.000045,salon
2009-12-05,15:49:32.000098,cocina
2009-12-05,15:51:07.000048,cocina
2009-12-05,15:51:09.000001,salon
2009-12-05,16:31:20.000092,salon
2009-12-05,16:31:24.000015,cocina
2009-12-05,16:35:07.000009,cocina
2009-12-05,16:35:07.000056,salon
2009-12-05,16:51:23.000024,salon
2009-12-05,16:51:27.000012,baño
2009-12-05,16:56:40.000025,baño
2009-12-05,16:56:44.000098,salon
2009-12-05,18:15:30.000014,salon
2009-12-05,18:16:44.000085,cocina
2009-12-05,19:12:20.000043,cocina
2009-12-05,19:12:22.000027,salon
2009-12-05,19:32:02.000010,salon
2009-12-05,19:32:54.000013,cocina
2009-12-05,19:36:25.000079,cocina
2009-12-05,19:37:37.000005,salon
2009-12-05,19:59:26.000087,salon
2009-12-05,20:02:23.000078,television
2009-12-05,20:35:45.000026,television
2009-12-05,20:37:10.000095,salon
2009-12-05,20:39:40.000039,salon
2009-12-05,20:42:04.000049,television
2009-12-05,20:54:30.000072,television
2009-12-05,21:04:00.000099,salon
2009-12-05,21:26:10.000096,salon
2009-12-05,21:28:41.000090,baño
2009-12-05,21:44:38.000055,baño
2009-12-05,21:46:55.000045,dormitorio
2009-12-06,09:59:00.000009,dormitorio
2009-12-06,10:01:13.000009,cocina
2009-12-06,10:06:05.000097,cocina
2009-12-06,10:06:08.000084,salon
2009-12-06,10:15:16.000043,salon
2009-12-06,10:15:20.000059,baño
2009-12-06,10:20:03.000053,baño
2009-12-06,10:20:09.000028,cocina
2009-12-06,10:23:06.000017,cocina
2009-12-06,10:25:07.000059,salon
2009-12-06,10:50:58.000029,salon
2009-12-06,10:51:01.000012,cocina
2009-12-06,10:56:30.000025,cocina
2009-12-06,10:57:28.000027,salon
2009-12-06,11:01:08.000099,salon
2009-12-06,11:01:57.000018,television
2009-12-06,11:04:14.000094,television
2009-12-06,11:05:30.000088,salon
2009-12-06,11:18:16.000090,salon
2009-12-06,11:19:50.000079,baño
2009-12-06,11:33:13.000007,baño
2009-12-06,11:33:16.000072,dormitorio
2009-12-06,11:37:13.000096,dormitorio
2009-12-06,11:38:15.000036,salon
2009-12-06,12:11:43.000006,salon
2009-12-06,12:13:59.000094,baño
2009-12-06,12:27:36.000059,baño
2009-12-06,12:27:49,dormitorio
2009-12-06,12:30:00.000023,dormitorio
2009-12-06,12:30:09.000055,salon
2009-12-06,12:58:11.000042,salon
2009-12-06,13:17:05.000069,baño
2009-12-06,13:20:23.000013,baño
2009-12-06,13:20:32.000004,cocina
2009-12-06,13:22:53.000059,cocina
2009-12-06,13:26:02.000027,dormitorio
2009-12-06,14:03:23.000051,dormitorio
2009-12-06,14:03:27.000071,baño
2009-12-06,14:07:36.000095,baño
2009-12-06,14:07:57.000098,salon
2009-12-06,14:22:52.000019,salon
2009-12-06,14:22:52.000098,television
2009-12-06,14:48:35.000065,television
2009-12-06,14:49:12.000098,baño
2009-12-06,14:51:44.000060,baño
2009-12-06,14:58:15.000008,salon
2009-12-06,15:21:55.000007,salon
2009-12-06,15:23:19.000059,television
2009-12-06,15:26:51.000038,television
2009-12-06,15:27:02.000090,baño
2009-12-06,15:33:21.000075,baño
2009-12-06,15:35:33.000067,dormitorio
2009-12-06,16:07:51.000025,dormitorio
2009-12-06,16:11:51.000045,cocina
2009-12-06,16:13:32.000037,cocina
2009-12-06,16:13:34.000091,salon
2009-12-06,16:42:54.000014,salon
2009-12-06,16:43:00.000004,baño
2009-12-06,16:47:01.000098,baño
2009-12-06,16:47:08.000096,salon
2009-12-06,19:11:07.000064,salon
2009-12-06,19:11:15.000019,baño
2009-12-06,19:22:59.000010,baño
2009-12-06,19:32:35.000059,salon
2009-12-06,19:35:54.000032,salon
2009-12-06,19:35:56.000050,cocina
2009-12-06,19:37:56.000069,cocina
2009-12-06,19:38:03.000063,baño
2009-12-06,19:41:48.000060,baño
2009-12-06,19:42:46.000002,salon
2009-12-06,21:02:38.000090,salon
2009-12-06,21:04:45.000011,cocina
2009-12-06,21:08:06.000066,cocina
2009-12-06,21:08:29.000008,dormitorio
2009-12-07,08:25:45.000097,dormitorio
2009-12-07,08:28:36.000091,salon
2009-12-07,09:20:18.000056,salon
